name	category	source_db_name	source_db_version
NKX3-1	NUCLEAR HORMONE RECEPTOR	GO	5-Jun-23
LIPI	PHOSPHOLIPASE	GO	5-Jun-23
PITPNM3	PHOSPHOLIPASE	GO	5-Jun-23
ABHD6	PHOSPHOLIPASE	GO	5-Jun-23
ABHD16B	PHOSPHOLIPASE	GO	5-Jun-23
LIPC	PHOSPHOLIPASE	GO	5-Jun-23
WFDC10B	PROTEASE INHIBITOR	GO	5-Jun-23
SERPINB1	PROTEASE INHIBITOR	GO	5-Jun-23
UMODL1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
UMODL1	CELL SURFACE	GO	5-Jun-23
UMODL1	PROTEASE INHIBITOR	GO	5-Jun-23
PI16	PROTEASE INHIBITOR	GO	5-Jun-23
MACROH2A1	DNA REPAIR	GO	5-Jun-23
SMARCAL1	DNA REPAIR	GO	5-Jun-23
ALKBH1	DNA REPAIR	GO	5-Jun-23
RPA4	DNA REPAIR	GO	5-Jun-23
CHAF1B	DNA REPAIR	GO	5-Jun-23
ERCC3	DNA REPAIR	GO	5-Jun-23
UHRF1	DNA REPAIR	GO	5-Jun-23
THRA	NUCLEAR HORMONE RECEPTOR	GO	5-Jun-23
RARB	NUCLEAR HORMONE RECEPTOR	GO	5-Jun-23
RORC	NUCLEAR HORMONE RECEPTOR	GO	5-Jun-23
PPARA	NUCLEAR HORMONE RECEPTOR	GO	5-Jun-23
NR2E3	TRANSCRIPTION FACTOR COMPLEX	GO	5-Jun-23
NR2E3	NUCLEAR HORMONE RECEPTOR	GO	5-Jun-23
CERKL	LIPID KINASE	GO	5-Jun-23
LIPG	CELL SURFACE	GO	5-Jun-23
LIPG	PHOSPHOLIPASE	GO	5-Jun-23
LPL	CELL SURFACE	GO	5-Jun-23
LPL	PHOSPHOLIPASE	GO	5-Jun-23
LIPH	PHOSPHOLIPASE	GO	5-Jun-23
PLBD2	PHOSPHOLIPASE	GO	5-Jun-23
DDHD1	PHOSPHOLIPASE	GO	5-Jun-23
PNLIPRP2	PHOSPHOLIPASE	GO	5-Jun-23
LYPLA1	CELL SURFACE	GO	5-Jun-23
LYPLA1	PHOSPHOLIPASE	GO	5-Jun-23
CST3	PROTEASE INHIBITOR	GO	5-Jun-23
TIMP1	GROWTH FACTOR	GO	5-Jun-23
TIMP1	CELL SURFACE	GO	5-Jun-23
TIMP1	PROTEASE INHIBITOR	GO	5-Jun-23
CST7	PROTEASE INHIBITOR	GO	5-Jun-23
SIMC1	PROTEASE INHIBITOR	GO	5-Jun-23
R3HDML	PROTEASE INHIBITOR	GO	5-Jun-23
PI15	PROTEASE INHIBITOR	GO	5-Jun-23
RENBP	PROTEASE INHIBITOR	GO	5-Jun-23
PARP1	TRANSCRIPTION FACTOR COMPLEX	GO	5-Jun-23
PARP1	DNA REPAIR	GO	5-Jun-23
PDS5A	DNA REPAIR	GO	5-Jun-23
LIG1	DNA REPAIR	GO	5-Jun-23
CUL4A	DNA REPAIR	GO	5-Jun-23
FANCG	DNA REPAIR	GO	5-Jun-23
RAD1	DNA REPAIR	GO	5-Jun-23
FANCL	DNA REPAIR	GO	5-Jun-23
CINP	DNA REPAIR	GO	5-Jun-23
FANCA	DNA REPAIR	GO	5-Jun-23
RIF1	DNA REPAIR	GO	5-Jun-23
RNF113A	DNA REPAIR	GO	5-Jun-23
RAD51B	DNA REPAIR	GO	5-Jun-23
XPC	DNA REPAIR	GO	5-Jun-23
ATRX	DNA REPAIR	GO	5-Jun-23
HUS1	DNA REPAIR	GO	5-Jun-23
RAD9B	DNA REPAIR	GO	5-Jun-23
ZRANB3	DNA REPAIR	GO	5-Jun-23
POLE2	DNA REPAIR	GO	5-Jun-23
HDAC10	DNA REPAIR	GO	5-Jun-23
PARPBP	DNA REPAIR	GO	5-Jun-23
UBE2T	DNA REPAIR	GO	5-Jun-23
POLI	DNA REPAIR	GO	5-Jun-23
RECQL5	DNA REPAIR	GO	5-Jun-23
RPS3	DNA REPAIR	GO	5-Jun-23
FBXW7	DNA REPAIR	GO	5-Jun-23
INTS3	DNA REPAIR	GO	5-Jun-23
HSF1	DNA REPAIR	GO	5-Jun-23
HDGFL2	DNA REPAIR	GO	5-Jun-23
USP45	DNA REPAIR	GO	5-Jun-23
CHRNA4	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
CHRNA4	DNA REPAIR	GO	5-Jun-23
MSH2	DNA REPAIR	GO	5-Jun-23
MRNIP	DNA REPAIR	GO	5-Jun-23
ALKBH3	DNA REPAIR	GO	5-Jun-23
TEX15	DNA REPAIR	GO	5-Jun-23
PAXIP1	DNA REPAIR	GO	5-Jun-23
POLA1	DNA REPAIR	GO	5-Jun-23
TRIM28	DNA REPAIR	GO	5-Jun-23
INO80C	TUMOR SUPPRESSOR	GO	5-Jun-23
INO80C	DNA REPAIR	GO	5-Jun-23
UBE2D3	DNA REPAIR	GO	5-Jun-23
EEPD1	DNA REPAIR	GO	5-Jun-23
JMY	DNA REPAIR	GO	5-Jun-23
HPF1	DNA REPAIR	GO	5-Jun-23
NSMCE4A	DNA REPAIR	GO	5-Jun-23
RRM2B	DNA REPAIR	GO	5-Jun-23
TIMELESS	DNA REPAIR	GO	5-Jun-23
CGAS	DNA REPAIR	GO	5-Jun-23
RTEL1	DNA REPAIR	GO	5-Jun-23
UNG	DNA REPAIR	GO	5-Jun-23
PWWP3A	DNA REPAIR	GO	5-Jun-23
KIN	DNA REPAIR	GO	5-Jun-23
UBQLN4	DNA REPAIR	GO	5-Jun-23
USP51	DNA REPAIR	GO	5-Jun-23
VCP	DNA REPAIR	GO	5-Jun-23
ERCC4	DNA REPAIR	GO	5-Jun-23
POLB	DNA REPAIR	GO	5-Jun-23
GTF2H3	DNA REPAIR	GO	5-Jun-23
SUMO1	TRANSCRIPTION FACTOR BINDING	GO	5-Jun-23
SUMO1	DNA REPAIR	GO	5-Jun-23
MNAT1	DNA REPAIR	GO	5-Jun-23
RAD9A	DNA REPAIR	GO	5-Jun-23
MGMT	DNA REPAIR	GO	5-Jun-23
EID3	DNA REPAIR	GO	5-Jun-23
RECQL	DNA REPAIR	GO	5-Jun-23
BRCA1	TUMOR SUPPRESSOR	GO	5-Jun-23
BRCA1	DNA REPAIR	GO	5-Jun-23
PARK7	PROTEASE	GO	5-Jun-23
PARK7	DNA REPAIR	GO	5-Jun-23
RPA3	DNA REPAIR	GO	5-Jun-23
USP3	DNA REPAIR	GO	5-Jun-23
SHLD1	DNA REPAIR	GO	5-Jun-23
EYA2	DNA REPAIR	GO	5-Jun-23
NYNRIN	DNA REPAIR	GO	5-Jun-23
HLTF	DNA REPAIR	GO	5-Jun-23
RBX1	DNA REPAIR	GO	5-Jun-23
FBH1	DNA REPAIR	GO	5-Jun-23
UCHL5	TUMOR SUPPRESSOR	GO	5-Jun-23
UCHL5	DNA REPAIR	GO	5-Jun-23
RFC3	DNA REPAIR	GO	5-Jun-23
RFC5	DNA REPAIR	GO	5-Jun-23
KAT7	HISTONE MODIFICATION	GO	5-Jun-23
KAT7	TUMOR SUPPRESSOR	GO	5-Jun-23
KAT7	DNA REPAIR	GO	5-Jun-23
EPC2	TUMOR SUPPRESSOR	GO	5-Jun-23
EPC2	DNA REPAIR	GO	5-Jun-23
RPA1	DNA REPAIR	GO	5-Jun-23
BOD1L1	DNA REPAIR	GO	5-Jun-23
EYA4	DNA REPAIR	GO	5-Jun-23
ZBTB1	DNA REPAIR	GO	5-Jun-23
CENPS	DNA REPAIR	GO	5-Jun-23
CHD1L	DNA REPAIR	GO	5-Jun-23
RBBP8	DNA REPAIR	GO	5-Jun-23
TTC5	DNA REPAIR	GO	5-Jun-23
BARD1	TUMOR SUPPRESSOR	GO	5-Jun-23
BARD1	DNA REPAIR	GO	5-Jun-23
CDC5L	DNA REPAIR	GO	5-Jun-23
KMT5C	DNA REPAIR	GO	5-Jun-23
POLD1	DNA REPAIR	GO	5-Jun-23
RFC2	DNA REPAIR	GO	5-Jun-23
RFC4	DNA REPAIR	GO	5-Jun-23
DOT1L	DNA REPAIR	GO	5-Jun-23
MORF4L2	TUMOR SUPPRESSOR	GO	5-Jun-23
MORF4L2	DNA REPAIR	GO	5-Jun-23
INO80E	TUMOR SUPPRESSOR	GO	5-Jun-23
INO80E	DNA REPAIR	GO	5-Jun-23
RMI2	DNA REPAIR	GO	5-Jun-23
ZMPSTE24	DNA REPAIR	GO	5-Jun-23
OTUB1	DNA REPAIR	GO	5-Jun-23
DDX11	DNA REPAIR	GO	5-Jun-23
PTTG1	DNA REPAIR	GO	5-Jun-23
POLQ	DNA REPAIR	GO	5-Jun-23
MBD4	DNA REPAIR	GO	5-Jun-23
MSH6	DNA REPAIR	GO	5-Jun-23
HELB	DNA REPAIR	GO	5-Jun-23
FAN1	DNA REPAIR	GO	5-Jun-23
RUVBL2	TUMOR SUPPRESSOR	GO	5-Jun-23
RUVBL2	DNA REPAIR	GO	5-Jun-23
KIF22	DNA REPAIR	GO	5-Jun-23
POLH	DNA REPAIR	GO	5-Jun-23
DDB1	DNA REPAIR	GO	5-Jun-23
XRCC3	DNA REPAIR	GO	5-Jun-23
UBE2A	DNA REPAIR	GO	5-Jun-23
MRE11	DNA REPAIR	GO	5-Jun-23
SIRT7	DNA REPAIR	GO	5-Jun-23
RAD17	DNA REPAIR	GO	5-Jun-23
HINFP	DNA REPAIR	GO	5-Jun-23
TREX1	DNA REPAIR	GO	5-Jun-23
FBXO6	DNA REPAIR	GO	5-Jun-23
SHLD3	DNA REPAIR	GO	5-Jun-23
INO80B	TUMOR SUPPRESSOR	GO	5-Jun-23
INO80B	DNA REPAIR	GO	5-Jun-23
SMARCA5	DNA REPAIR	GO	5-Jun-23
DDB2	DNA REPAIR	GO	5-Jun-23
RAD51	DNA REPAIR	GO	5-Jun-23
RAD51AP1	DNA REPAIR	GO	5-Jun-23
TREX2	DNA REPAIR	GO	5-Jun-23
FEN1	DNA REPAIR	GO	5-Jun-23
APLF	DNA REPAIR	GO	5-Jun-23
TOPBP1	DNA REPAIR	GO	5-Jun-23
CLSPN	DNA REPAIR	GO	5-Jun-23
BTG2	DNA REPAIR	GO	5-Jun-23
RECQL4	DNA REPAIR	GO	5-Jun-23
TRIP12	DNA REPAIR	GO	5-Jun-23
ASF1A	DNA REPAIR	GO	5-Jun-23
POLK	DNA REPAIR	GO	5-Jun-23
XRCC2	DNA REPAIR	GO	5-Jun-23
NSMCE3	DNA REPAIR	GO	5-Jun-23
FMR1	DNA REPAIR	GO	5-Jun-23
TTF2	DNA REPAIR	GO	5-Jun-23
ZNF668	DNA REPAIR	GO	5-Jun-23
GTF2H1	DNA REPAIR	GO	5-Jun-23
SMC3	DNA REPAIR	GO	5-Jun-23
ERCC1	DNA REPAIR	GO	5-Jun-23
EXO1	DNA REPAIR	GO	5-Jun-23
PDS5B	DNA REPAIR	GO	5-Jun-23
HERC2	DNA REPAIR	GO	5-Jun-23
SLX1A	DNA REPAIR	GO	5-Jun-23
MUTYH	DNA REPAIR	GO	5-Jun-23
INIP	DNA REPAIR	GO	5-Jun-23
NONO	DNA REPAIR	GO	5-Jun-23
SLX4	DNA REPAIR	GO	5-Jun-23
GTF2H4	DNA REPAIR	GO	5-Jun-23
UPF1	DNA REPAIR	GO	5-Jun-23
RAD54L	DNA REPAIR	GO	5-Jun-23
NUDT1	DNA REPAIR	GO	5-Jun-23
ARPA_HUMAN	DNA REPAIR	GO	5-Jun-23
RRM1-RRM2B_HUMAN	DNA REPAIR	GO	5-Jun-23
ABETA-42-OLIGOMER_HUMAN	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
ABETA-42-OLIGOMER_HUMAN	CELL SURFACE	GO	5-Jun-23
UVRAG	DNA REPAIR	GO	5-Jun-23
CX3CL1	CELL SURFACE	GO	5-Jun-23
C1QB	CELL SURFACE	GO	5-Jun-23
C1QA	CELL SURFACE	GO	5-Jun-23
APOA1	CELL SURFACE	GO	5-Jun-23
GRIN2B	CELL SURFACE	GO	5-Jun-23
TREM1	CELL SURFACE	GO	5-Jun-23
CNTN1	CELL SURFACE	GO	5-Jun-23
SLC7A11	CELL SURFACE	GO	5-Jun-23
GYPA	CELL SURFACE	GO	5-Jun-23
LTF	CELL SURFACE	GO	5-Jun-23
TSPAN5	CELL SURFACE	GO	5-Jun-23
ACKR3	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
ACKR3	CELL SURFACE	GO	5-Jun-23
CD200R1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
CD200R1	CELL SURFACE	GO	5-Jun-23
EPPIN	CELL SURFACE	GO	5-Jun-23
CNTNAP2	CELL SURFACE	GO	5-Jun-23
GDF2	GROWTH FACTOR	GO	5-Jun-23
GDF2	CELL SURFACE	GO	5-Jun-23
PLG	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
PLG	CELL SURFACE	GO	5-Jun-23
KDM1A	TRANSCRIPTION FACTOR COMPLEX	GO	5-Jun-23
KDM1A	TRANSCRIPTION FACTOR BINDING	GO	5-Jun-23
KDM1A	CELL SURFACE	GO	5-Jun-23
ARMS2	CELL SURFACE	GO	5-Jun-23
CFP	CELL SURFACE	GO	5-Jun-23
CD200	CELL SURFACE	GO	5-Jun-23
GPIHBP1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
GPIHBP1	CELL SURFACE	GO	5-Jun-23
IL13RA2	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
IL13RA2	CELL SURFACE	GO	5-Jun-23
PAGR1	DNA REPAIR	GO	5-Jun-23
INO80D	TUMOR SUPPRESSOR	GO	5-Jun-23
INO80D	DNA REPAIR	GO	5-Jun-23
PARP4	DNA REPAIR	GO	5-Jun-23
TFPT	TUMOR SUPPRESSOR	GO	5-Jun-23
TFPT	DNA REPAIR	GO	5-Jun-23
SHPRH	DNA REPAIR	GO	5-Jun-23
BRIP1	DNA REPAIR	GO	5-Jun-23
HRG	CELL SURFACE	GO	5-Jun-23
IDE	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
IDE	CELL SURFACE	GO	5-Jun-23
SLC4A1	CELL SURFACE	GO	5-Jun-23
CD44	CELL SURFACE	GO	5-Jun-23
ITGB2	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
ITGB2	CELL SURFACE	GO	5-Jun-23
TGFBI	CELL SURFACE	GO	5-Jun-23
CCL17	CELL SURFACE	GO	5-Jun-23
TSPAN14	CELL SURFACE	GO	5-Jun-23
C4B	CELL SURFACE	GO	5-Jun-23
ANXA2	CELL SURFACE	GO	5-Jun-23
PAWR	CELL SURFACE	GO	5-Jun-23
CD82	CELL SURFACE	GO	5-Jun-23
CCL5	CELL SURFACE	GO	5-Jun-23
CLU	CELL SURFACE	GO	5-Jun-23
FGF10	GROWTH FACTOR	GO	5-Jun-23
FGF10	CELL SURFACE	GO	5-Jun-23
CFAP44	PROTEASE	GO	5-Jun-23
TREM2	CELL SURFACE	GO	5-Jun-23
FCRL3	CELL SURFACE	GO	5-Jun-23
CAPN5	CELL SURFACE	GO	5-Jun-23
PRNP	TUMOR SUPPRESSOR	GO	5-Jun-23
PRNP	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
PRNP	CELL SURFACE	GO	5-Jun-23
PTPRC	TUMOR SUPPRESSOR	GO	5-Jun-23
PTPRC	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
PTPRC	CELL SURFACE	GO	5-Jun-23
LRRTM1	CELL SURFACE	GO	5-Jun-23
BACE1	PROTEASE	GO	5-Jun-23
BACE1	CELL SURFACE	GO	5-Jun-23
AAMP	CELL SURFACE	GO	5-Jun-23
FCRL5	CELL SURFACE	GO	5-Jun-23
RAMP3	CELL SURFACE	GO	5-Jun-23
TREML2	CELL SURFACE	GO	5-Jun-23
FAP	PROTEASE	GO	5-Jun-23
FAP	TUMOR SUPPRESSOR	GO	5-Jun-23
FAP	CELL SURFACE	GO	5-Jun-23
TFRC	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
TFRC	CELL SURFACE	GO	5-Jun-23
CD40LG	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
CD40LG	CELL SURFACE	GO	5-Jun-23
AMBP	CELL SURFACE	GO	5-Jun-23
SPARC	CELL SURFACE	GO	5-Jun-23
HMGB1	CELL SURFACE	GO	5-Jun-23
PLA2R1	CELL SURFACE	GO	5-Jun-23
PDGFA	GROWTH FACTOR	GO	5-Jun-23
PDGFA	CELL SURFACE	GO	5-Jun-23
ITGB8	CELL SURFACE	GO	5-Jun-23
ITGB7	CELL SURFACE	GO	5-Jun-23
ADCYAP1R1	CELL SURFACE	GO	5-Jun-23
SLC39A6	CELL SURFACE	GO	5-Jun-23
MSLN	CELL SURFACE	GO	5-Jun-23
PLVAP	CELL SURFACE	GO	5-Jun-23
TGFBR3	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
TGFBR3	CELL SURFACE	GO	5-Jun-23
CAV3	CELL SURFACE	GO	5-Jun-23
TLR3	CELL SURFACE	GO	5-Jun-23
SLC6A3	CELL SURFACE	GO	5-Jun-23
RTN4RL2	CELL SURFACE	GO	5-Jun-23
IGHM	CELL SURFACE	GO	5-Jun-23
CHADL	CELL SURFACE	GO	5-Jun-23
HLA-DPB1	CELL SURFACE	GO	5-Jun-23
HLA-A	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
HLA-A	CELL SURFACE	GO	5-Jun-23
ANXA4	CELL SURFACE	GO	5-Jun-23
RER1	CELL SURFACE	GO	5-Jun-23
RAMP1	CELL SURFACE	GO	5-Jun-23
CRYAB	CELL SURFACE	GO	5-Jun-23
EFNB1	CELL SURFACE	GO	5-Jun-23
TNFRSF1A	CELL SURFACE	GO	5-Jun-23
TNN	CELL SURFACE	GO	5-Jun-23
EMP2	CELL SURFACE	GO	5-Jun-23
MIF	CELL SURFACE	GO	5-Jun-23
APOH	CELL SURFACE	GO	5-Jun-23
SLC9A1	CELL SURFACE	GO	5-Jun-23
CPM	CELL SURFACE	GO	5-Jun-23
NOTCH1	CELL SURFACE	GO	5-Jun-23
MSN	CELL SURFACE	GO	5-Jun-23
TMPRSS11F	CELL SURFACE	GO	5-Jun-23
WNT4	CELL SURFACE	GO	5-Jun-23
FGG	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
FGG	CELL SURFACE	GO	5-Jun-23
FGB	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
FGB	CELL SURFACE	GO	5-Jun-23
FGA	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
FGA	CELL SURFACE	GO	5-Jun-23
TECTB	CELL SURFACE	GO	5-Jun-23
FCRL4	CELL SURFACE	GO	5-Jun-23
SIRPA	CELL SURFACE	GO	5-Jun-23
IL15RA	CELL SURFACE	GO	5-Jun-23
FOLR2	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
FOLR2	CELL SURFACE	GO	5-Jun-23
RTP2	CELL SURFACE	GO	5-Jun-23
ZPLD1	CELL SURFACE	GO	5-Jun-23
DSCAML1	CELL SURFACE	GO	5-Jun-23
ITGB4	CELL SURFACE	GO	5-Jun-23
IGF2R	CELL SURFACE	GO	5-Jun-23
LBP	CELL SURFACE	GO	5-Jun-23
CCR9	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
CCR9	CELL SURFACE	GO	5-Jun-23
STX4	CELL SURFACE	GO	5-Jun-23
KCNH2	CELL SURFACE	GO	5-Jun-23
CEACAM6	CELL SURFACE	GO	5-Jun-23
H1-1	CELL SURFACE	GO	5-Jun-23
PTPRT	CELL SURFACE	GO	5-Jun-23
GPC1	CELL SURFACE	GO	5-Jun-23
ROR2	CELL SURFACE	GO	5-Jun-23
LRRC32	CELL SURFACE	GO	5-Jun-23
CST8	CELL SURFACE	GO	5-Jun-23
FOLR1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
FOLR1	CELL SURFACE	GO	5-Jun-23
FURIN	PROTEASE	GO	5-Jun-23
FURIN	CELL SURFACE	GO	5-Jun-23
WNT3A	CELL SURFACE	GO	5-Jun-23
MBP	CELL SURFACE	GO	5-Jun-23
SLC24A1	CELL SURFACE	GO	5-Jun-23
CTNND1	CELL SURFACE	GO	5-Jun-23
HYAL4	CELL SURFACE	GO	5-Jun-23
SLC46A2	CELL SURFACE	GO	5-Jun-23
HJV	CELL SURFACE	GO	5-Jun-23
TLR2	CELL SURFACE	GO	5-Jun-23
SPN	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
SPN	CELL SURFACE	GO	5-Jun-23
SCUBE3	CELL SURFACE	GO	5-Jun-23
PSG8	CELL SURFACE	GO	5-Jun-23
CDH17	CELL SURFACE	GO	5-Jun-23
TF	CELL SURFACE	GO	5-Jun-23
HBEGF	GROWTH FACTOR	GO	5-Jun-23
HBEGF	CELL SURFACE	GO	5-Jun-23
TMEM102	CELL SURFACE	GO	5-Jun-23
CLEC5A	CELL SURFACE	GO	5-Jun-23
CLDND1	CELL SURFACE	GO	5-Jun-23
BSPH1	CELL SURFACE	GO	5-Jun-23
KCNE1	CELL SURFACE	GO	5-Jun-23
APP	CELL SURFACE	GO	5-Jun-23
SRPX	CELL SURFACE	GO	5-Jun-23
CD99L2	CELL SURFACE	GO	5-Jun-23
ANTXRL	CELL SURFACE	GO	5-Jun-23
MME	CELL SURFACE	GO	5-Jun-23
CD38	CELL SURFACE	GO	5-Jun-23
LRRC24	CELL SURFACE	GO	5-Jun-23
LY6D	CELL SURFACE	GO	5-Jun-23
PDIA3	CELL SURFACE	GO	5-Jun-23
MICB	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
MICB	CELL SURFACE	GO	5-Jun-23
JAM2	CELL SURFACE	GO	5-Jun-23
MXRA8	CELL SURFACE	GO	5-Jun-23
TNFRSF10B	CELL SURFACE	GO	5-Jun-23
SLC6A2	CELL SURFACE	GO	5-Jun-23
SERPINF2	CELL SURFACE	GO	5-Jun-23
PSG9	CELL SURFACE	GO	5-Jun-23
TNFSF4	CELL SURFACE	GO	5-Jun-23
SDC1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
SDC1	CELL SURFACE	GO	5-Jun-23
HLA-B	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
HLA-B	CELL SURFACE	GO	5-Jun-23
TPBG	CELL SURFACE	GO	5-Jun-23
MS4A1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
MS4A1	CELL SURFACE	GO	5-Jun-23
LRP8	CELL SURFACE	GO	5-Jun-23
CSPG5	GROWTH FACTOR	GO	5-Jun-23
CSPG5	CELL SURFACE	GO	5-Jun-23
FCER1G	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
FCER1G	CELL SURFACE	GO	5-Jun-23
KCNQ1	CELL SURFACE	GO	5-Jun-23
TIGIT	CELL SURFACE	GO	5-Jun-23
CD80	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
CD80	CELL SURFACE	GO	5-Jun-23
GP2	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
GP2	CELL SURFACE	GO	5-Jun-23
PROCR	CELL SURFACE	GO	5-Jun-23
S100A10	CELL SURFACE	GO	5-Jun-23
DUOX1	CELL SURFACE	GO	5-Jun-23
CLMP	CELL SURFACE	GO	5-Jun-23
MICA	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
MICA	CELL SURFACE	GO	5-Jun-23
KISS1R	CELL SURFACE	GO	5-Jun-23
HLA-E	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
HLA-E	CELL SURFACE	GO	5-Jun-23
ERP44	CELL SURFACE	GO	5-Jun-23
TNFRSF10C	CELL SURFACE	GO	5-Jun-23
SDC2	CELL SURFACE	GO	5-Jun-23
ANXA1	CELL SURFACE	GO	5-Jun-23
STRCP1	CELL SURFACE	GO	5-Jun-23
TDGF1	GROWTH FACTOR	GO	5-Jun-23
TDGF1	CELL SURFACE	GO	5-Jun-23
HLA-DRA	CELL SURFACE	GO	5-Jun-23
PSG4	CELL SURFACE	GO	5-Jun-23
NLGN3	CELL SURFACE	GO	5-Jun-23
MELTF	CELL SURFACE	GO	5-Jun-23
NDP	CELL SURFACE	GO	5-Jun-23
TMEM8B	CELL SURFACE	GO	5-Jun-23
KCNA1	CELL SURFACE	GO	5-Jun-23
DSG2	CELL SURFACE	GO	5-Jun-23
LMAN2	CELL SURFACE	GO	5-Jun-23
AIMP1	CELL SURFACE	GO	5-Jun-23
EPO	HORMONE ACTIVITY	GO	5-Jun-23
EPO	CELL SURFACE	GO	5-Jun-23
SFRP1	CELL SURFACE	GO	5-Jun-23
LILRB2	CELL SURFACE	GO	5-Jun-23
TGFA	GROWTH FACTOR	GO	5-Jun-23
TGFA	CELL SURFACE	GO	5-Jun-23
PDGFB	GROWTH FACTOR	GO	5-Jun-23
PDGFB	CELL SURFACE	GO	5-Jun-23
ADRA2B	CELL SURFACE	GO	5-Jun-23
CD151	CELL SURFACE	GO	5-Jun-23
OTOA	CELL SURFACE	GO	5-Jun-23
MYD88	CELL SURFACE	GO	5-Jun-23
VAMP4	CELL SURFACE	GO	5-Jun-23
NGFR	CELL SURFACE	GO	5-Jun-23
VWDE	CELL SURFACE	GO	5-Jun-23
KCNE2	CELL SURFACE	GO	5-Jun-23
SHH	PROTEASE	GO	5-Jun-23
SHH	CELL SURFACE	GO	5-Jun-23
TMIGD1	CELL SURFACE	GO	5-Jun-23
CEACAM20	CELL SURFACE	GO	5-Jun-23
GRIN1	CELL SURFACE	GO	5-Jun-23
C3	CELL SURFACE	GO	5-Jun-23
RALA	CELL SURFACE	GO	5-Jun-23
ATP5F1B	CELL SURFACE	GO	5-Jun-23
CD226	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
CD226	CELL SURFACE	GO	5-Jun-23
ANK3	CELL SURFACE	GO	5-Jun-23
KLRB1	CELL SURFACE	GO	5-Jun-23
BSN	CELL SURFACE	GO	5-Jun-23
IL1A	CELL SURFACE	GO	5-Jun-23
ELANE	PROTEASE	GO	5-Jun-23
ELANE	CELL SURFACE	GO	5-Jun-23
HSP90AB1	TUMOR SUPPRESSOR	GO	5-Jun-23
HSP90AB1	CELL SURFACE	GO	5-Jun-23
TGFB1	GROWTH FACTOR	GO	5-Jun-23
TGFB1	CELL SURFACE	GO	5-Jun-23
LDLR	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
LDLR	CELL SURFACE	GO	5-Jun-23
ADIPOQ	HORMONE ACTIVITY	GO	5-Jun-23
ADIPOQ	CELL SURFACE	GO	5-Jun-23
NT5E	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
NT5E	CELL SURFACE	GO	5-Jun-23
CLIC4	CELL SURFACE	GO	5-Jun-23
TIRAP	CELL SURFACE	GO	5-Jun-23
SLC9A3	CELL SURFACE	GO	5-Jun-23
CD109	CELL SURFACE	GO	5-Jun-23
CD55	CELL SURFACE	GO	5-Jun-23
SORT1	CELL SURFACE	GO	5-Jun-23
NLGN1	CELL SURFACE	GO	5-Jun-23
SFRP4	CELL SURFACE	GO	5-Jun-23
SDC4	CELL SURFACE	GO	5-Jun-23
KLRK1	EXTERNAL SIDE OF PLASMA MEMBRANE	GO	5-Jun-23
KLRK1	CELL SURFACE	GO	5-Jun-23
TSHR	CELL SURFACE	GO	5-Jun-23
